Member Joining Date,Membership Start Date,Membership Type Name,Membership Completed On,Division Name
2021-01-27,2021-01-27,Gold Monthly (Pay w/Routing&Acct Only),2021-01-27,Gym Membership
2021-06-11,2021-06-11,Platinum Monthly ($2.99 Debit/CC Fee),2021-06-11,Gym Membership
2021-08-10,2021-08-10,Platinum Monthly (Pay w Routing/Acct Only),2021-08-10,Gym Membership
2021-03-21,2021-03-21,Gold Monthly (Pay w/Routing&Acct Only),2021-03-21,Gym Membership
2021-02-07,2021-02-07,Platinum Monthly (Pay w Routing/Acct Only),2021-02-07,Gym Membership
2021-03-31,2021-03-31,Platinum Monthly (Pay w Routing/Acct Only),2021-03-31,Gym Membership
2021-03-24,2021-03-24,Diamond Monthly (Pay w/Routing&Acct Only),2021-03-24,Gym Membership
2021-02-21,2021-02-21,Gold Monthly (Pay w/Routing&Acct Only),2021-02-21,Gym Membership
2021-10-28,2021-10-28,Platinum Monthly (Pay w Routing/Acct Only),2021-10-28,Gym Membership
2021-06-01,2021-06-01,Platinum Monthly ($2.99 Debit/CC Fee),2021-06-01,Gym Membership
2021-02-22,2021-02-22,Platinum Paid in Full,2021-02-22,Gym Membership
2021-02-25,2021-02-25,Diamond Monthly (Pay w/Routing&Acct Only),2021-02-25,Gym Membership
2021-09-25,2021-09-25,Gold Paid in Full,2021-09-25,Gym Membership
2021-10-05,2021-10-05,Platinum Monthly ($2.99 Debit/CC Fee),2021-10-05,Gym Membership
2021-04-05,2021-04-05,Diamond Monthly (Pay w/Routing&Acct Only),2021-04-05,Gym Membership
2021-03-08,2021-03-08,Gold Monthly (Pay w/Routing&Acct Only),2021-03-08,Gym Membership
2021-04-21,2021-04-21,Diamond Monthly (Pay w/Routing&Acct Only),2021-04-21,Gym Membership
2021-02-03,2021-02-03,Diamond Monthly (Pay w/Routing&Acct Only),2021-02-03,Gym Membership
2021-01-06,2021-01-06,Platinum Monthly ($2.99 Debit/CC Fee),2021-01-06,Gym Membership
2021-05-27,2021-05-27,Platinum Monthly ($2.99 Debit/CC Fee),2021-05-27,Gym Membership
2021-08-30,2021-08-30,Platinum Monthly (Pay w Routing/Acct Only),2021-08-30,Gym Membership
2021-08-04,2021-08-04,Gold Monthly (Pay w/Routing&Acct Only),2021-08-04,Gym Membership
2021-07-13,2021-07-13,Platinum Monthly (Pay w Routing/Acct Only),2021-07-13,Gym Membership
2021-03-08,2021-03-08,Platinum Monthly (Pay w Routing/Acct Only),2021-03-08,Gym Membership
2021-01-27,2021-01-27,Platinum Monthly (Pay w Routing/Acct Only),2021-01-27,Gym Membership
2021-02-01,2021-02-01,Platinum Monthly (Pay w Routing/Acct Only),2021-02-01,Gym Membership
2021-09-16,2021-09-16,Platinum Monthly (Pay w Routing/Acct Only),2021-09-16,Marketing
2021-01-15,2021-01-15,Gold Monthly (Pay w/Routing&Acct Only),2021-01-15,Gym Membership
2021-03-04,2021-03-04,Gold Paid in Full,2021-03-04,Gym Membership
2021-06-21,2021-06-21,Platinum Monthly (Pay w Routing/Acct Only),2021-06-21,Gym Membership
2021-08-05,2021-08-05,Platinum Monthly (Pay w Routing/Acct Only),2021-08-05,Gym Membership
2021-06-07,2021-06-07,Gold Monthly ($2.99 Debit/CC Fee),2021-06-07,Gym Membership
2021-03-05,2021-03-05,Platinum Monthly (Pay w Routing/Acct Only),2021-03-05,Gym Membership
2021-06-12,2021-06-12,Platinum Monthly (Pay w Routing/Acct Only),2021-06-12,Gym Membership
2021-05-14,2021-05-14,Gold Monthly (Pay w/Routing&Acct Only),2021-05-14,Gym Membership
2021-04-14,2021-04-14,1x/week for 6 months (30/session),2021-04-14,Personal Training 
2021-06-09,2021-06-09,Diamond Monthly (Pay w/Routing&Acct Only),2021-06-09,Gym Membership
2021-02-21,2021-02-21,Gold Monthly (Pay w/Routing&Acct Only),2021-02-21,Gym Membership
2021-06-01,2021-06-01,Gold Monthly (Pay w/Routing&Acct Only),2021-06-01,Gym Membership
2017-05-11,2021-07-22,Platinum Monthly (Pay w Routing/Acct Only),2021-07-22,Gym Membership
2021-05-05,2021-05-05,Platinum Monthly ($2.99 Debit/CC Fee),2021-05-05,Gym Membership
2021-08-09,2021-08-09,SILVER SNEAKERS ,2021-08-09,Gym Membership
2021-04-22,2021-04-22,Platinum Monthly (Pay w Routing/Acct Only),2021-04-22,Gym Membership
2018-06-04,2021-05-05,Platinum Monthly (Pay w Routing/Acct Only),2021-05-05,Gym Membership
2021-05-24,2021-05-24,Platinum Monthly (Pay w Routing/Acct Only),2021-05-24,Gym Membership
2021-09-20,2021-09-20,Platinum Paid in Full,2021-09-20,Gym Membership
2021-07-06,2021-07-06,Platinum Monthly (Pay w Routing/Acct Only),2021-07-06,Gym Membership
2021-01-24,2021-01-24,Platinum Monthly (Pay w Routing/Acct Only),2021-01-24,Gym Membership
2021-02-17,2021-02-17,Gold Paid in Full,2021-02-17,Gym Membership
2021-03-17,2021-03-17,Gold Monthly (Pay w/Routing&Acct Only),2021-03-17,Gym Membership
2021-07-13,2021-07-13,Gold Monthly (Pay w/Routing&Acct Only),2021-07-13,Gym Membership
2021-05-20,2021-05-20,Platinum Paid in Full,2021-05-20,Gym Membership
2021-03-10,2021-03-10,Diamond Monthly ($2.99 Debit/CC Fee),2021-03-10,Gym Membership
2021-09-28,2021-09-28,SILVER SNEAKERS ,2021-09-28,Gym Membership
2021-03-29,2021-03-29,Platinum Monthly (No Commitment),2021-03-29,Gym Membership
2021-03-05,2021-03-05,Gold Monthly (Pay w/Routing&Acct Only),2021-03-05,Gym Membership
2021-08-16,2021-08-16,Diamond Monthly (Pay w/Routing&Acct Only),2021-08-16,Gym Membership
2021-07-14,2021-07-14,Gold Monthly (Pay w/Routing&Acct Only),2021-07-14,Gym Membership
2021-09-16,2021-09-16,2x wk 6 months ($360 monthly $2160),2021-09-16,Personal Training 
2018-09-11,2021-08-06,Diamond Paid in Full,2021-08-06,Gym Membership
2021-01-05,2021-01-05,Platinum Monthly ($2.99 CC Fee),2021-01-05,Gym Membership
2021-09-13,2021-09-13,Platinum Paid in Full,2021-09-13,Gym Membership
2021-02-19,2021-02-19,Gold Monthly (Pay w/Routing&Acct Only),2021-02-19,Gym Membership
2021-06-12,2021-06-12,Gold Monthly (Pay w/Routing&Acct Only),2021-06-12,Gym Membership
2021-07-07,2021-07-07,Diamond Monthly (Pay w/Routing&Acct Only),2021-07-07,Gym Membership
2021-08-12,2021-08-12,Gold Monthly (Pay w/Routing&Acct Only),2021-08-12,Gym Membership
2021-01-04,2021-01-04,Gold Monthly (No Commitment),2021-01-04,Gym Membership
2021-01-15,2021-01-15,Diamond Monthly ($2.99 Debit/CC Fee),2021-01-15,Gym Membership
2021-04-08,2021-04-08,Gold Monthly (Pay w/Routing&Acct Only),2021-04-08,Gym Membership
2018-04-18,2021-03-15,Platinum Monthly ($2.99 Debit/CC Fee),2021-03-15,Gym Membership
2021-05-13,2021-05-13,Platinum Paid in Full,2021-05-13,Gym Membership
2021-06-01,2021-06-01,Platinum Monthly (No Commitment),2021-06-01,Gym Membership
2021-04-27,2021-04-27,Platinum Monthly ($2.99 Debit/CC Fee),2021-04-27,Gym Membership
2021-04-07,2021-04-07,Gold Monthly (Pay w/Routing&Acct Only),2021-04-07,Gym Membership
2021-03-29,2021-03-29,Diamond Monthly (Pay w/Routing&Acct Only),2021-03-29,Gym Membership
2021-10-04,2021-10-04,Platinum Monthly (Pay w Routing/Acct Only),2021-10-04,Gym Membership
2021-01-15,2021-01-15,Gold Monthly (Pay w/Routing&Acct Only),2021-01-15,Gym Membership
2018-01-15,2021-01-25,Platinum Monthly (Pay w Routing/Acct Only),2021-01-25,Gym Membership
2021-07-11,2021-07-11,Platinum Monthly (Pay w Routing/Acct Only),2021-07-11,Gym Membership
2021-02-18,2021-02-18,Gold Monthly (Pay w/Routing&Acct Only),2021-02-18,Gym Membership
2021-06-19,2021-06-19,Platinum Monthly (Pay w Routing/Acct Only),2021-06-19,Gym Membership
2021-09-11,2021-09-11,Platinum Monthly (No Commitment),2021-09-11,Gym Membership
2021-01-13,2021-01-13,Gold Monthly (Pay w/Routing&Acct Only),2021-01-13,Gym Membership
2021-02-23,2021-02-23,Gold Monthly (Pay w/Routing&Acct Only),2021-02-23,Gym Membership
2021-10-11,2021-10-11,Gold Monthly (Pay w/Routing&Acct Only),2021-10-11,Gym Membership
2021-03-16,2021-03-16,Platinum Monthly (Pay w Routing/Acct Only),2021-03-16,Gym Membership
2021-07-27,2021-07-27,Platinum Monthly (Pay w Routing/Acct Only),2021-07-27,Gym Membership
2021-04-21,2021-04-21,New Tour ,2021-04-21,Gym Membership
2021-08-01,2021-08-01,Platinum Paid in Full,2021-08-01,Gym Membership
2021-04-14,2021-04-14,Platinum Monthly (Pay w Routing/Acct Only),2021-04-14,Gym Membership
2021-07-28,2021-07-28,Platinum Monthly (Pay w Routing/Acct Only),2021-07-28,Gym Membership
2021-04-25,2021-04-25,Gold Monthly (Pay w/Routing&Acct Only),2021-04-25,Gym Membership
2021-10-28,2021-10-28,Diamond Paid in Full,2021-10-28,Gym Membership
2021-07-25,2021-07-25,Gold Monthly (Pay w/Routing&Acct Only),2021-07-25,Gym Membership
2021-02-22,2021-02-22,Platinum Monthly (Pay w Routing/Acct Only),2021-02-22,Gym Membership
2021-04-05,2021-04-05,Gold Monthly ($2.99 Debit/CC Fee),2021-04-05,Gym Membership
2021-09-10,2021-09-10,SILVER SNEAKERS ,2021-09-10,Gym Membership
2021-04-12,2021-04-12,Diamond Monthly (Pay w/Routing&Acct Only),2021-04-12,Gym Membership
2021-04-17,2021-04-17,Diamond Monthly (Pay w/Routing&Acct Only),2021-04-17,Gym Membership
2021-04-11,2021-04-11,Platinum Monthly (Pay w Routing/Acct Only),2021-04-11,Gym Membership
2021-05-17,2021-05-17,Platinum Monthly ($2.99 Debit/CC Fee),2021-05-17,Gym Membership
2021-02-26,2021-02-26,Platinum Monthly (Pay w Routing/Acct Only),2021-02-26,Gym Membership
2021-04-08,2021-04-08,Gold Monthly (Pay w/Routing&Acct Only),2021-04-08,Gym Membership
2021-08-09,2021-08-09,Gold Monthly ($2.99 Debit/CC Fee),2021-08-09,Gym Membership
2021-07-08,2021-07-08,Diamond Paid in Full,2021-07-08,Gym Membership
2021-10-04,2021-10-04,Gold Monthly ($2.99 Debit/CC Fee),2021-10-04,Gym Membership
2021-02-13,2021-02-13,Diamond Monthly ($2.99 Debit/CC Fee),2021-02-13,Gym Membership
2021-04-30,2021-04-30,Gold Monthly (Pay w/Routing&Acct Only),2021-04-30,Gym Membership
2021-05-30,2021-05-30,Platinum Paid in Full,2021-05-30,Gym Membership
2021-05-18,2021-05-18,Gold Monthly ($2.99 Debit/CC Fee),2021-05-18,Gym Membership
2021-05-19,2021-05-19,Gold Monthly ($2.99 Debit/CC Fee),2021-05-19,Gym Membership
2021-04-14,2021-04-14,Diamond Monthly (Pay w/Routing&Acct Only),2021-04-14,Gym Membership
2021-07-20,2021-07-20,Gold Paid in Full,2021-07-20,Gym Membership
2021-07-07,2021-07-07,Platinum Monthly ($2.99 Debit/CC Fee),2021-07-07,Gym Membership
2021-04-29,2021-04-29,Platinum Monthly (Pay w Routing/Acct Only),2021-04-29,Gym Membership
2021-05-23,2021-05-23,Gold Monthly ($2.99 Debit/CC Fee),2021-05-23,Gym Membership
2021-06-04,2021-06-04,Gold Monthly (Pay w/Routing&Acct Only),2021-06-04,Gym Membership
2021-06-12,2021-06-12,Platinum Monthly (Pay w Routing/Acct Only),2021-06-12,Gym Membership
2021-06-04,2021-06-04,Gold Monthly ($2.99 Debit/CC Fee),2021-06-04,Gym Membership
2021-08-18,2021-08-18,Gold Monthly (Pay w/Routing&Acct Only),2021-08-18,Gym Membership
2021-02-16,2021-02-16,Gold Monthly (Pay w/Routing&Acct Only),2021-02-16,Gym Membership
2021-07-31,2021-07-31,SILVER SNEAKERS ,2021-07-31,Gym Membership
2021-06-10,2021-06-10,Platinum Monthly ($2.99 Debit/CC Fee),2021-06-10,Gym Membership
2021-02-17,2021-02-17,Platinum Monthly (Pay w Routing/Acct Only),2021-02-17,Gym Membership
2021-01-26,2021-01-26,Gold Monthly (Pay w/Routing&Acct Only),2021-01-26,Gym Membership
2021-04-16,2021-04-16,Platinum Monthly (Pay w Routing/Acct Only),2021-04-16,Gym Membership
2021-01-06,2021-01-06,Gold Monthly (Pay w/Routing&Acct Only),2021-01-06,Gym Membership
2021-07-06,2021-07-06,Gold Monthly (Pay w/Routing&Acct Only),2021-07-06,Gym Membership
2021-05-01,2021-05-01,Gold Monthly (No Commitment),2021-05-01,Gym Membership
2021-01-16,2021-01-16,Platinum Monthly (Pay w Routing/Acct Only),2021-01-16,Gym Membership
2021-01-31,2021-01-31,Platinum Monthly (Pay w Routing/Acct Only),2021-01-31,Gym Membership
2021-06-28,2021-06-28,Platinum Monthly (Pay w Routing/Acct Only),2021-06-28,Gym Membership
2021-05-12,2021-05-12,Gold Monthly ($2.99 Debit/CC Fee),2021-05-12,Gym Membership
2017-01-18,2021-01-27,Platinum Monthly (Pay w Routing/Acct Only),2021-01-27,Gym Membership
2021-03-31,2021-03-31,Platinum Paid in Full,2021-03-31,Gym Membership
2021-10-04,2021-10-04,Gold Paid in Full,2021-10-04,Gym Membership
2021-07-14,2021-07-14,Platinum Monthly (Pay w Routing/Acct Only),2021-07-14,Gym Membership
2021-02-15,2021-02-15,Diamond Monthly (Pay w/Routing&Acct Only),2021-02-15,Gym Membership
2021-07-30,2021-07-30,Diamond Monthly (Pay w/Routing&Acct Only),2021-07-30,Gym Membership
2020-02-02,2021-05-17,SILVER SNEAKERS ,2021-05-17,Gym Membership
2021-01-09,2021-01-09,Platinum Monthly ($2.99 CC Fee),2021-01-09,Gym Membership
2021-08-09,2021-08-09,Gold Monthly (Pay w/Routing&Acct Only),2021-08-09,Gym Membership
2021-04-06,2021-04-06,Platinum Monthly (Pay w Routing/Acct Only),2021-04-06,Gym Membership
2021-08-10,2021-08-10,Gold Monthly (Pay w/Routing&Acct Only),2021-08-10,Gym Membership
2021-08-11,2021-08-11,Gold Monthly (Pay w/Routing&Acct Only),2021-08-11,Gym Membership
2021-03-24,2021-03-24,Platinum Monthly (Pay w Routing/Acct Only),2021-03-24,Gym Membership
2021-09-27,2021-09-27,Gold Monthly ($2.99 CC Fee),2021-09-27,Gym Membership
2021-05-22,2021-05-22,Gold Monthly ($2.99 Debit/CC Fee),2021-05-22,Gym Membership
2021-10-05,2021-10-05,Diamond Monthly (Pay w/Routing&Acct Only),2021-10-05,Gym Membership
2021-06-17,2021-06-17,Gold Monthly (Pay w/Routing&Acct Only),2021-06-17,Gym Membership
2021-10-28,2021-10-28,Platinum Monthly (Pay w Routing/Acct Only),2021-10-28,Gym Membership
2021-01-20,2021-01-20,Gold Monthly,2021-01-20,Gym Membership
2021-03-08,2021-03-08,Diamond Monthly (Pay w/Routing&Acct Only),2021-03-08,Gym Membership
2021-06-13,2021-06-13,Platinum Monthly (Pay w Routing/Acct Only),2021-06-13,Gym Membership
2021-03-01,2021-03-01,Gold Paid in Full,2021-03-01,Gym Membership
2021-09-13,2021-09-13,Gold Monthly (Pay w/Routing&Acct Only),2021-09-13,Gym Membership
2021-02-13,2021-02-13,Gold Paid in Full,2021-02-13,Gym Membership
2021-03-09,2021-03-09,Gold Monthly (Pay w/Routing&Acct Only),2021-03-09,Gym Membership
2021-07-14,2021-07-14,Platinum Monthly (Pay w Routing/Acct Only),2021-07-14,Gym Membership
2021-02-15,2021-02-15,Gold Monthly (Pay w/Routing&Acct Only),2021-02-15,Gym Membership
2021-06-25,2021-06-25,Platinum Monthly (Pay w Routing/Acct Only),2021-06-25,Gym Membership
2021-06-23,2021-06-23,Gold Monthly (Pay w/Routing&Acct Only),2021-06-23,Gym Membership
2021-05-13,2021-05-13,Gold Paid in Full,2021-05-13,Gym Membership
2021-07-01,2021-07-01,Platinum Paid in Full,2021-07-01,Gym Membership
2021-08-01,2021-08-01,Gold Monthly (Pay w/Routing&Acct Only),2021-08-01,Gym Membership
2021-04-13,2021-04-13,Platinum Monthly (Pay w Routing/Acct Only),2021-04-13,Gym Membership
2021-08-10,2021-08-10,Diamond Monthly ($2.99 Debit/CC Fee),2021-08-10,Gym Membership
2021-09-21,2021-09-21,Platinum Monthly (No Commitment),2021-09-21,Gym Membership
2021-03-30,2021-03-30,Platinum Monthly (Pay w Routing/Acct Only),2021-03-30,Gym Membership
2021-05-30,2021-05-30,Gold Monthly (Pay w/Routing&Acct Only),2021-05-30,Gym Membership
2020-12-13,2021-02-14,Gold Monthly,2021-02-14,Gym Membership
2021-02-16,2021-02-16,Platinum Monthly (Pay w Routing/Acct Only),2021-02-16,Gym Membership
2021-01-01,2021-01-01,Diamond Monthly,2021-01-01,Gym Membership
2021-06-07,2021-06-07,Diamond Monthly (Pay w/Routing&Acct Only),2021-06-07,Gym Membership
2021-03-09,2021-03-09,Gold Monthly (Pay w/Routing&Acct Only),2021-03-09,Gym Membership
2021-04-19,2021-04-19,Gold Monthly (Pay w/Routing&Acct Only),2021-04-19,Gym Membership
2021-09-22,2021-09-22,Platinum Paid in Full,2021-09-22,Gym Membership
2021-06-01,2021-06-01,Platinum Monthly (Pay w Routing/Acct Only),2021-06-01,Gym Membership
2021-02-23,2021-02-23,Platinum Monthly (Pay w Routing/Acct Only),2021-02-23,Gym Membership
2021-10-10,2021-10-10,Gold Monthly ($2.99 Debit/CC Fee),2021-10-10,Gym Membership
2021-02-02,2021-02-02,Gold Monthly (Pay w/Routing&Acct Only),2021-02-02,Gym Membership
2021-05-06,2021-05-06,Gold Monthly ($2.99 Debit/CC Fee),2021-05-06,Gym Membership
2021-04-03,2021-04-03,Platinum Monthly (Pay w Routing/Acct Only),2021-04-03,Gym Membership
2021-04-13,2021-04-13,Platinum Paid in Full,2021-04-13,Gym Membership
2021-04-05,2021-04-05,Gold Monthly (Pay w/Routing&Acct Only),2021-04-05,Gym Membership
2021-06-18,2021-06-18,Gold Monthly (Pay w/Routing&Acct Only),2021-06-18,Gym Membership
2021-07-05,2021-07-05,Gold Paid in Full,2021-07-05,Gym Membership
2021-05-10,2021-05-10,Platinum Monthly ($2.99 Debit/CC Fee),2021-05-10,Gym Membership
2021-07-27,2021-07-27,Gold Monthly (Pay w/Routing&Acct Only),2021-07-27,Gym Membership
2021-03-24,2021-03-24,Gold Monthly (Pay w/Routing&Acct Only),2021-03-24,Gym Membership
2021-04-19,2021-04-19,2x wk 6 months ($360 monthly $2160),2021-04-19,Personal Training 
2021-09-28,2021-09-28,Diamond Monthly ($2.99 Debit/CC Fee),2021-09-28,Gym Membership
2021-09-07,2021-09-07,Gold Monthly (Pay w/Routing&Acct Only),2021-09-07,Gym Membership
2017-04-04,2021-08-21,Platinum Monthly ($2.99 Debit/CC Fee),2021-08-21,Gym Membership
